G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
19,1/19/19,@,South Florida,W,69,60,19,47,0.404,3,13,0.231,28,35,0.8,11,32,8,8,6,15,33,Houston,14,44,0.318,5,21,0.238,27,41,0.659,9,29,6,4,2,18,29
20,1/23/19,,East Carolina,W,94,50,29,56,0.518,16,24,0.667,20,24,0.833,9,44,21,4,5,12,9,Houston,20,62,0.323,2,22,0.091,8,11,0.727,8,22,9,8,3,10,20
21,1/27/19,@,Tulsa,W,77,65,27,64,0.422,11,35,0.314,12,14,0.857,13,45,12,5,3,15,21,Houston,22,53,0.415,6,20,0.3,15,23,0.652,2,20,15,10,2,8,13
22,1/31/19,,Temple,W,73,66,23,53,0.434,4,18,0.222,23,36,0.639,9,38,8,4,6,11,13,Houston,23,67,0.343,8,27,0.296,12,14,0.857,9,34,9,6,1,8,23
23,2/7/19,@,UCF,W,77,68,25,57,0.439,7,27,0.259,20,28,0.714,8,36,13,7,3,10,23,Houston,23,54,0.426,8,24,0.333,14,27,0.519,6,29,12,4,5,11,23
24,2/10/19,,Cincinnati,W,65,58,26,53,0.491,7,21,0.333,6,10,0.6,13,40,11,3,9,11,17,Houston,22,66,0.333,8,21,0.381,6,11,0.545,13,29,6,9,2,4,13
25,2/14/19,@,UConn,W,71,63,26,54,0.481,11,21,0.524,8,11,0.727,6,28,18,5,3,12,21,Houston,21,51,0.412,7,21,0.333,14,25,0.56,7,26,12,5,3,11,15
26,2/17/19,@,Tulane,W,85,50,32,73,0.438,17,35,0.486,4,4,1,13,43,20,7,4,10,18,Houston,18,56,0.321,5,18,0.278,9,15,0.6,3,25,11,5,1,12,9
27,2/23/19,,South Florida,W,71,59,25,53,0.472,8,21,0.381,13,21,0.619,8,29,13,5,3,12,28,Houston,15,48,0.313,8,27,0.296,21,32,0.656,13,33,9,6,2,14,20
28,2/27/19,@,East Carolina,W,99,65,35,58,0.603,13,28,0.464,16,24,0.667,5,30,26,9,3,12,19,Houston,23,47,0.489,5,13,0.385,14,21,0.667,1,15,13,5,1,17,17
29,3/2/19,,UCF,L,64,69,23,55,0.418,6,18,0.333,12,24,0.5,11,32,7,6,1,7,19,Houston,23,49,0.469,5,16,0.313,18,24,0.75,7,30,14,5,0,9,18
30,3/7/19,,SMU,W,90,79,34,64,0.531,12,29,0.414,10,14,0.714,13,32,19,6,2,11,19,Houston,24,46,0.522,10,19,0.526,21,26,0.808,3,22,10,4,0,15,16
31,3/10/19,@,Cincinnati,W,85,69,30,65,0.462,12,23,0.522,13,18,0.722,15,35,13,5,5,12,26,Houston,19,50,0.38,6,21,0.286,25,33,0.758,7,24,11,1,4,11,19
32,3/15/19,N,UConn,W,84,45,32,69,0.464,10,23,0.435,10,13,0.769,11,43,18,9,4,6,23,Houston,14,54,0.259,3,26,0.115,14,23,0.609,8,31,7,3,1,11,12
33,3/16/19,N,Memphis,W,61,58,21,57,0.368,5,19,0.263,14,27,0.519,14,46,8,4,9,12,22,Houston,16,68,0.235,4,24,0.167,22,26,0.846,17,43,4,5,5,9,21
34,3/17/19,N,Cincinnati,L,57,69,19,62,0.306,8,33,0.242,11,18,0.611,14,30,8,2,4,7,19,Houston,22,50,0.44,6,17,0.353,19,25,0.76,7,31,6,2,3,10,16
